id,title,severity,active,verified,is_mitigated,false_p,cwe,test,found_by,sla_days_remaining,sla_expiration_date,created
1396,CVE-2025-9232 in libssl3:3.0.17-1~deb12u2,Medium,True,False,False,False,0,5,[12],90,2026-07-12,2026-04-13T17:10:59.919626Z
1397,CVE-2025-4802 in libc6:2.36-9+deb12u10,High,True,False,False,False,0,5,[12],30,2026-05-13,2026-04-13T17:10:59.929434Z
1398,GHSA-34x7-hfp2-rc4v in tar:4.4.19,High,True,False,False,False,0,5,[12],30,2026-05-13,2026-04-13T17:10:59.939209Z
1399,GHSA-34x7-hfp2-rc4v in tar:6.2.1,High,True,False,False,False,0,5,[12],30,2026-05-13,2026-04-13T17:10:59.949255Z
1400,GHSA-34x7-hfp2-rc4v in tar:7.4.3,High,True,False,False,False,0,5,[12],30,2026-05-13,2026-04-13T17:10:59.959864Z
1401,GHSA-mh29-5h37-fv8m in js-yaml:3.14.1,Medium,True,False,False,False,0,5,[12],90,2026-07-12,2026-04-13T17:10:59.971625Z
1402,CVE-2025-55130 in node:22.18.0,Critical,True,False,False,False,0,5,[12],7,2026-04-20,2026-04-13T17:10:59.982904Z
1403,GHSA-qwph-4952-7xr6 in jsonwebtoken:0.1.0,Medium,True,False,False,False,0,5,[12],90,2026-07-12,2026-04-13T17:10:59.992349Z
1404,GHSA-qwph-4952-7xr6 in jsonwebtoken:0.4.0,Medium,True,False,False,False,0,5,[12],90,2026-07-12,2026-04-13T17:11:00.004485Z
1405,GHSA-fjgf-rc76-4x9p in multer:1.4.5-lts.2,High,True,False,False,False,0,5,[12],30,2026-05-13,2026-04-13T17:11:00.016538Z
1406,CVE-2026-22795 in libssl3:3.0.17-1~deb12u2,Medium,True,False,False,False,0,5,[12],90,2026-07-12,2026-04-13T17:11:00.028315Z
1407,GHSA-83g3-92jg-28cx in tar:4.4.19,High,True,False,False,False,0,5,[12],30,2026-05-13,2026-04-13T17:11:00.039287Z
1408,GHSA-83g3-92jg-28cx in tar:6.2.1,High,True,False,False,False,0,5,[12],30,2026-05-13,2026-04-13T17:11:00.049743Z
1409,GHSA-83g3-92jg-28cx in tar:7.4.3,High,True,False,False,False,0,5,[12],30,2026-05-13,2026-04-13T17:11:00.060094Z
1410,GHSA-4pg4-qvpc-4q3h in multer:1.4.5-lts.2,High,True,False,False,False,0,5,[12],30,2026-05-13,2026-04-13T17:11:00.074070Z
1411,CVE-2025-68160 in libssl3:3.0.17-1~deb12u2,Medium,True,False,False,False,0,5,[12],90,2026-07-12,2026-04-13T17:11:00.084974Z
1412,GHSA-869p-cjfg-cm3x in jws:0.2.6,High,True,False,False,False,0,5,[12],30,2026-05-13,2026-04-13T17:11:00.094523Z
1413,CVE-2019-1010022 in libc6:2.36-9+deb12u10,Info,True,False,False,False,0,5,[12],,,2026-04-13T17:11:00.106295Z
1414,CVE-2026-0861 in libc6:2.36-9+deb12u10,High,True,False,False,False,0,5,[12],30,2026-05-13,2026-04-13T17:11:00.115739Z
1415,GHSA-73rr-hh4g-fpgx in diff:4.0.2,Low,True,False,False,False,0,5,[12],120,2026-08-11,2026-04-13T17:11:00.124309Z
1416,GHSA-8qq5-rm4j-mr97 in tar:4.4.19,High,True,False,False,False,0,5,[12],30,2026-05-13,2026-04-13T17:11:00.135218Z
1417,GHSA-8qq5-rm4j-mr97 in tar:6.2.1,High,True,False,False,False,0,5,[12],30,2026-05-13,2026-04-13T17:11:00.146283Z
1418,GHSA-8qq5-rm4j-mr97 in tar:7.4.3,High,True,False,False,False,0,5,[12],30,2026-05-13,2026-04-13T17:11:00.155981Z
1419,GHSA-r6q2-hw4h-h46w in tar:4.4.19,High,True,False,False,False,0,5,[12],30,2026-05-13,2026-04-13T17:11:00.168394Z
1420,GHSA-r6q2-hw4h-h46w in tar:6.2.1,High,True,False,False,False,0,5,[12],30,2026-05-13,2026-04-13T17:11:00.178831Z
1421,GHSA-r6q2-hw4h-h46w in tar:7.4.3,High,True,False,False,False,0,5,[12],30,2026-05-13,2026-04-13T17:11:00.189311Z
1422,CVE-2025-55132 in node:22.18.0,Medium,True,False,False,False,0,5,[12],90,2026-07-12,2026-04-13T17:11:00.200301Z
1423,CVE-2025-8058 in libc6:2.36-9+deb12u10,Medium,True,False,False,False,0,5,[12],90,2026-07-12,2026-04-13T17:11:00.209048Z
1424,CVE-2025-27587 in libssl3:3.0.17-1~deb12u2,Info,True,False,False,False,0,5,[12],,,2026-04-13T17:11:00.218100Z
1425,CVE-2022-27943 in gcc-12-base:12.2.0-14+deb12u1,Info,True,False,False,False,0,5,[12],,,2026-04-13T17:11:00.226667Z
1426,CVE-2022-27943 in libgcc-s1:12.2.0-14+deb12u1,Info,True,False,False,False,0,5,[12],,,2026-04-13T17:11:00.235366Z
1427,CVE-2022-27943 in libgomp1:12.2.0-14+deb12u1,Info,True,False,False,False,0,5,[12],,,2026-04-13T17:11:00.244022Z
1428,CVE-2022-27943 in libstdc++6:12.2.0-14+deb12u1,Info,True,False,False,False,0,5,[12],,,2026-04-13T17:11:00.253693Z
1429,CVE-2025-69418 in libssl3:3.0.17-1~deb12u2,Medium,True,False,False,False,0,5,[12],90,2026-07-12,2026-04-13T17:11:00.261967Z
1430,GHSA-5mrr-rgp6-x4gr in marsdb:0.6.11,Critical,True,False,False,False,0,5,[12],7,2026-04-20,2026-04-13T17:11:00.270772Z
1431,GHSA-gjcw-v447-2w7q in jws:0.2.6,High,True,False,False,False,0,5,[12],30,2026-05-13,2026-04-13T17:11:00.278506Z
1432,GHSA-rvg8-pwq2-xj7q in base64url:0.0.6,Medium,True,False,False,False,0,5,[12],90,2026-07-12,2026-04-13T17:11:00.288310Z
1433,Content Security Policy (CSP) Header Not Set,Medium,True,False,False,False,693,6,[231],90,2026-07-12,2026-04-13T17:14:14.805399Z
1434,Cross-Domain Misconfiguration,Medium,True,False,False,False,264,6,[231],90,2026-07-12,2026-04-13T17:14:14.836216Z
1435,Cross-Domain JavaScript Source File Inclusion,Low,True,False,False,False,829,6,[231],120,2026-08-11,2026-04-13T17:14:14.849047Z
1436,Cross-Origin-Embedder-Policy Header Missing or Invalid,Low,True,False,False,False,693,6,[231],120,2026-08-11,2026-04-13T17:14:14.858029Z
1437,Cross-Origin-Opener-Policy Header Missing or Invalid,Low,True,False,False,False,693,6,[231],120,2026-08-11,2026-04-13T17:14:14.867662Z
1438,Dangerous JS Functions,Low,True,False,False,False,749,6,[231],120,2026-08-11,2026-04-13T17:14:14.877225Z
1439,Deprecated Feature Policy Header Set,Low,True,False,False,False,16,6,[231],120,2026-08-11,2026-04-13T17:14:14.882964Z
1440,Timestamp Disclosure - Unix,Low,True,False,False,False,497,6,[231],120,2026-08-11,2026-04-13T17:14:14.892229Z
1441,Modern Web Application,Info,True,False,False,False,0,6,[231],,,2026-04-13T17:14:14.902180Z
1442,Non-Storable Content,Info,True,False,False,False,524,6,[231],,,2026-04-13T17:14:14.915048Z
1443,Storable and Cacheable Content,Info,True,False,False,False,524,6,[231],,,2026-04-13T17:14:14.924314Z
1444,Storable but Non-Cacheable Content,Info,True,False,False,False,524,6,[231],,,2026-04-13T17:14:14.930171Z
